,result,table,_start,_stop,_time,_measurement,label,mobile,subject,alpha,beta,gamma,x,y,z
535,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.855000+00:00,devicemotion,sitting,Pixel,10a76,-16.3,79.5,8.700000000000001,-1.7000000000000002,7.1000000000000005,7.5
536,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.873000+00:00,devicemotion,sitting,Pixel,10a76,5.500000000000001,85.5,11.6,-1.6,6.6000000000000005,5.800000000000001
537,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.888000+00:00,devicemotion,sitting,Pixel,10a76,23.6,68.5,10.299999999999999,-1.4000000000000001,6.5,4.4
538,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.908000+00:00,devicemotion,sitting,Pixel,10a76,31.3,33.0,2.0,-1.6,7.0,4.1000000000000005
539,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.923000+00:00,devicemotion,sitting,Pixel,10a76,22.4,5.300000000000001,-5.1000000000000005,-2.3000000000000003,7.4,4.800000000000001
540,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.938000+00:00,devicemotion,sitting,Pixel,10a76,2.9,3.7000000000000006,-0.5,-2.7,6.7,5.6000000000000005
541,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.958000+00:00,devicemotion,sitting,Pixel,10a76,-11.8,16.200000000000003,11.5,-2.6,6.800000000000001,5.800000000000001
542,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.972000+00:00,devicemotion,sitting,Pixel,10a76,-18.4,25.7,21.0,-2.5,6.7,5.5
543,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:54.988000+00:00,devicemotion,sitting,Pixel,10a76,-18.1,28.200000000000003,28.1,-2.3000000000000003,6.1000000000000005,4.6000000000000005
544,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.006000+00:00,devicemotion,sitting,Pixel,10a76,-18.4,20.1,33.800000000000004,-2.1,6.6000000000000005,4.0
545,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.023000+00:00,devicemotion,sitting,Pixel,10a76,-30.9,8.8,34.800000000000004,-1.3,7.300000000000001,3.5
546,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.040000+00:00,devicemotion,sitting,Pixel,10a76,-56.6,-16.0,25.900000000000002,-0.9,7.5,4.7
547,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.068000+00:00,devicemotion,sitting,Pixel,10a76,-102.3,-23.700000000000003,12.8,-1.9000000000000001,5.5,8.9
548,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.071000+00:00,devicemotion,sitting,Pixel,10a76,-102.3,-23.700000000000003,12.8,-1.9000000000000001,5.5,8.9
549,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.089000+00:00,devicemotion,sitting,Pixel,10a76,-99.30000000000001,2.8,15.5,-2.5,5.300000000000001,10.100000000000001
550,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.105000+00:00,devicemotion,sitting,Pixel,10a76,-64.9,29.400000000000002,25.4,-1.9000000000000001,6.300000000000001,10.0
551,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.122000+00:00,devicemotion,sitting,Pixel,10a76,-15.5,41.7,27.2,-1.1,7.0,8.5
552,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.139000+00:00,devicemotion,sitting,Pixel,10a76,23.2,42.400000000000006,19.6,-0.9,7.7,7.0
553,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.155000+00:00,devicemotion,sitting,Pixel,10a76,39.699999999999996,41.800000000000004,9.600000000000001,-1.5,7.6000000000000005,5.300000000000001
554,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.172000+00:00,devicemotion,sitting,Pixel,10a76,41.50000000000001,33.50000000000001,4.800000000000001,-2.4000000000000004,7.6000000000000005,3.9000000000000004
555,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.189000+00:00,devicemotion,sitting,Pixel,10a76,36.9,7.699999999999999,9.4,-2.4000000000000004,7.6000000000000005,3.9000000000000004
556,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.206000+00:00,devicemotion,sitting,Pixel,10a76,29.800000000000004,-14.200000000000001,15.299999999999999,-2.8000000000000003,8.1,5.0
557,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.222000+00:00,devicemotion,sitting,Pixel,10a76,23.099999999999998,-3.7000000000000006,22.000000000000004,-2.5,8.1,5.0
558,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.238000+00:00,devicemotion,sitting,Pixel,10a76,14.300000000000002,2.2,31.6,-1.9000000000000001,8.200000000000001,5.6000000000000005
559,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.256000+00:00,devicemotion,sitting,Pixel,10a76,7.699999999999999,7.0,39.0,-1.3,8.4,5.800000000000001
560,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.272000+00:00,devicemotion,sitting,Pixel,10a76,8.3,9.4,39.9,-0.9,8.3,5.7
561,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.289000+00:00,devicemotion,sitting,Pixel,10a76,12.100000000000001,11.000000000000002,37.7,-0.7000000000000001,8.200000000000001,5.4
562,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.305000+00:00,devicemotion,sitting,Pixel,10a76,13.900000000000002,10.600000000000001,33.300000000000004,-0.5,8.3,4.9
563,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.322000+00:00,devicemotion,sitting,Pixel,10a76,10.9,6.8,25.300000000000004,-0.6000000000000001,8.1,4.9
564,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.339000+00:00,devicemotion,sitting,Pixel,10a76,3.5,6.0,19.200000000000003,-0.9,8.0,5.0
565,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.356000+00:00,devicemotion,sitting,Pixel,10a76,-1.8000000000000003,7.6,17.400000000000002,-1.0,8.0,5.0
566,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.372000+00:00,devicemotion,sitting,Pixel,10a76,-1.6,7.9,15.299999999999999,-0.7000000000000001,8.3,5.2
567,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.389000+00:00,devicemotion,sitting,Pixel,10a76,1.8000000000000003,9.700000000000001,8.5,-0.5,8.5,5.1000000000000005
568,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.405000+00:00,devicemotion,sitting,Pixel,10a76,5.500000000000001,9.5,-1.7,-0.9,8.4,4.7
569,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.422000+00:00,devicemotion,sitting,Pixel,10a76,5.7,3.9,-9.0,-1.3,8.3,4.6000000000000005
570,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.439000+00:00,devicemotion,sitting,Pixel,10a76,2.7,-1.9,-12.100000000000001,-1.8,8.5,5.0
571,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.455000+00:00,devicemotion,sitting,Pixel,10a76,-3.4,-1.1,-11.4,-1.5,8.6,5.6000000000000005
572,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.471000+00:00,devicemotion,sitting,Pixel,10a76,-10.0,2.1,-14.100000000000001,-1.4000000000000001,8.5,6.1000000000000005
573,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.490000+00:00,devicemotion,sitting,Pixel,10a76,-9.4,4.6,-17.6,-1.8,8.0,6.300000000000001
574,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.506000+00:00,devicemotion,sitting,Pixel,10a76,-1.4,3.6000000000000005,-15.2,-2.4000000000000004,7.800000000000001,6.2
575,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.522000+00:00,devicemotion,sitting,Pixel,10a76,8.3,0.6000000000000001,-8.2,-2.5,7.9,6.1000000000000005
576,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.541000+00:00,devicemotion,sitting,Pixel,10a76,14.100000000000001,-0.1,-0.9000000000000001,-2.2,7.7,6.0
577,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.556000+00:00,devicemotion,sitting,Pixel,10a76,16.0,3.2,4.2,-1.7000000000000002,7.6000000000000005,5.800000000000001
578,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.571000+00:00,devicemotion,sitting,Pixel,10a76,17.300000000000004,8.700000000000001,5.9,-1.5,7.5,5.5
579,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.591000+00:00,devicemotion,sitting,Pixel,10a76,20.0,11.1,5.7,-1.4000000000000001,7.9,5.0
580,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.606000+00:00,devicemotion,sitting,Pixel,10a76,22.3,4.9,2.1,-0.9,8.200000000000001,4.5
581,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.624000+00:00,devicemotion,sitting,Pixel,10a76,19.5,-13.6,-5.7,-1.3,8.0,5.7
582,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.641000+00:00,devicemotion,sitting,Pixel,10a76,15.8,-0.9000000000000001,-10.1,-1.6,7.4,4.7
583,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.655000+00:00,devicemotion,sitting,Pixel,10a76,2.2,-0.6000000000000001,-6.4,-1.8,7.6000000000000005,5.0
584,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.671000+00:00,devicemotion,sitting,Pixel,10a76,-11.4,2.9,-2.9,-1.3,7.7,5.5
585,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.689000+00:00,devicemotion,sitting,Pixel,10a76,-18.700000000000003,6.4,-5.4,-1.3,7.7,6.1000000000000005
586,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.705000+00:00,devicemotion,sitting,Pixel,10a76,-17.9,11.1,-8.0,-1.7000000000000002,7.6000000000000005,6.2
587,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.722000+00:00,devicemotion,sitting,Pixel,10a76,-10.600000000000001,8.8,-8.3,-2.1,7.5,6.1000000000000005
588,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.741000+00:00,devicemotion,sitting,Pixel,10a76,-1.7,2.5,-5.4,-2.1,7.5,6.1000000000000005
589,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.755000+00:00,devicemotion,sitting,Pixel,10a76,2.2,0.30000000000000004,-2.2,-2.0,7.300000000000001,6.4
590,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.773000+00:00,devicemotion,sitting,Pixel,10a76,0.4,6.699999999999999,1.1,-1.9000000000000001,7.300000000000001,6.9
591,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.789000+00:00,devicemotion,sitting,Pixel,10a76,-2.3,20.7,3.7000000000000006,-1.7000000000000002,7.5,7.5
592,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.805000+00:00,devicemotion,sitting,Pixel,10a76,1.4,36.400000000000006,3.3000000000000007,-1.5,7.800000000000001,8.1
593,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.824000+00:00,devicemotion,sitting,Pixel,10a76,16.200000000000003,51.800000000000004,-1.9,-1.7000000000000002,7.6000000000000005,7.6000000000000005
594,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.841000+00:00,devicemotion,sitting,Pixel,10a76,37.50000000000001,55.8,-8.5,-2.3000000000000003,7.4,5.7
595,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.855000+00:00,devicemotion,sitting,Pixel,10a76,41.900000000000006,45.8,-10.0,-4.1000000000000005,7.300000000000001,0.0
596,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.871000+00:00,devicemotion,sitting,Pixel,10a76,-9.600000000000001,6.500000000000001,5.1000000000000005,-3.6,7.2,2.5
597,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.888000+00:00,devicemotion,sitting,Pixel,10a76,-48.400000000000006,-8.5,17.300000000000004,-1.7000000000000002,8.0,7.7
598,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.904000+00:00,devicemotion,sitting,Pixel,10a76,-33.6,0.2,6.4,-1.6,8.1,8.3
599,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.927000+00:00,devicemotion,sitting,Pixel,10a76,25.900000000000002,-17.6,-5.0,-2.6,7.4,7.4
600,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.938000+00:00,devicemotion,sitting,Pixel,10a76,25.900000000000002,-17.6,-5.0,-3.3000000000000003,7.7,5.7
601,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.955000+00:00,devicemotion,sitting,Pixel,10a76,25.1,-33.0,3.5,-3.1,7.9,4.7
602,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.971000+00:00,devicemotion,sitting,Pixel,10a76,2.6,-43.300000000000004,10.4,-2.5,8.4,5.6000000000000005
603,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:55.991000+00:00,devicemotion,sitting,Pixel,10a76,-25.8,-37.7,13.3,-1.6,8.1,7.6000000000000005
604,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.005000+00:00,devicemotion,sitting,Pixel,10a76,-35.1,-19.300000000000004,10.1,-1.2000000000000002,7.9,8.6
605,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.021000+00:00,devicemotion,sitting,Pixel,10a76,-18.4,-3.6000000000000005,4.9,-1.5,7.800000000000001,8.200000000000001
606,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.038000+00:00,devicemotion,sitting,Pixel,10a76,10.200000000000001,-3.6000000000000005,2.5,-1.9000000000000001,7.5,7.1000000000000005
607,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.055000+00:00,devicemotion,sitting,Pixel,10a76,29.500000000000004,-11.6,6.500000000000001,-2.3000000000000003,7.4,6.0
608,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.071000+00:00,devicemotion,sitting,Pixel,10a76,32.5,-21.200000000000003,15.5,-2.3000000000000003,7.6000000000000005,5.6000000000000005
609,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.088000+00:00,devicemotion,sitting,Pixel,10a76,26.799999999999997,-25.4,23.700000000000003,-1.9000000000000001,7.7,5.6000000000000005
610,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.105000+00:00,devicemotion,sitting,Pixel,10a76,19.1,-24.8,27.9,-1.6,8.0,5.300000000000001
611,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.121000+00:00,devicemotion,sitting,Pixel,10a76,13.000000000000002,-27.2,29.400000000000002,-0.9,8.6,4.6000000000000005
612,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.138000+00:00,devicemotion,sitting,Pixel,10a76,6.8,-41.7,26.5,-0.5,8.5,5.300000000000001
613,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.154000+00:00,devicemotion,sitting,Pixel,10a76,-2.4000000000000004,-45.2,18.1,-0.5,8.5,5.300000000000001
614,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.171000+00:00,devicemotion,sitting,Pixel,10a76,-8.5,-44.00000000000001,15.2,-0.8,7.9,6.5
615,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.188000+00:00,devicemotion,sitting,Pixel,10a76,-13.399999999999999,-29.900000000000006,18.200000000000003,-1.3,7.300000000000001,5.9
616,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.204000+00:00,devicemotion,sitting,Pixel,10a76,-14.100000000000001,-16.900000000000002,25.8,-1.6,7.0,4.3
617,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.221000+00:00,devicemotion,sitting,Pixel,10a76,-15.2,-27.3,32.1,-1.5,7.7,4.4
618,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.238000+00:00,devicemotion,sitting,Pixel,10a76,-20.2,-42.3,37.400000000000006,-1.1,7.7,4.9
619,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.254000+00:00,devicemotion,sitting,Pixel,10a76,-27.3,-48.10000000000001,46.50000000000001,-0.7000000000000001,7.2,5.800000000000001
620,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.272000+00:00,devicemotion,sitting,Pixel,10a76,-27.5,-35.3,49.0,-0.2,7.9,5.2
621,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.289000+00:00,devicemotion,sitting,Pixel,10a76,-27.5,-34.300000000000004,43.300000000000004,0.1,8.9,5.1000000000000005
622,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.306000+00:00,devicemotion,sitting,Pixel,10a76,-34.900000000000006,-36.400000000000006,32.300000000000004,0.5,8.8,5.300000000000001
623,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.322000+00:00,devicemotion,sitting,Pixel,10a76,-44.4,-39.50000000000001,24.400000000000002,0.7000000000000001,6.7,5.7
624,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.339000+00:00,devicemotion,sitting,Pixel,10a76,-39.699999999999996,-43.1,17.9,0.6000000000000001,6.6000000000000005,7.2
625,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.357000+00:00,devicemotion,sitting,Pixel,10a76,-29.500000000000004,-25.0,9.8,-0.1,7.4,8.200000000000001
626,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.372000+00:00,devicemotion,sitting,Pixel,10a76,-20.8,3.5,12.5,0.1,7.7,7.0
627,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.389000+00:00,devicemotion,sitting,Pixel,10a76,-17.9,18.8,12.7,0.4,7.800000000000001,5.800000000000001
628,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.407000+00:00,devicemotion,sitting,Pixel,10a76,-28.200000000000003,20.8,10.600000000000001,0.7000000000000001,7.6000000000000005,6.1000000000000005
629,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.424000+00:00,devicemotion,sitting,Pixel,10a76,-33.400000000000006,22.2,4.7,0.9,6.9,6.1000000000000005
630,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.439000+00:00,devicemotion,sitting,Pixel,10a76,-20.900000000000002,11.900000000000002,-5.4,0.30000000000000004,7.4,6.0
631,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.456000+00:00,devicemotion,sitting,Pixel,10a76,-10.600000000000001,-2.4000000000000004,-8.2,-0.1,7.300000000000001,5.800000000000001
632,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.472000+00:00,devicemotion,sitting,Pixel,10a76,-11.900000000000002,-5.1000000000000005,-5.6,0.0,7.1000000000000005,5.5
633,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.491000+00:00,devicemotion,sitting,Pixel,10a76,-22.2,-1.7,-2.3,0.2,7.2,5.9
634,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.506000+00:00,devicemotion,sitting,Pixel,10a76,-29.500000000000004,-5.0,-0.4,0.7000000000000001,7.300000000000001,7.6000000000000005
635,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.524000+00:00,devicemotion,sitting,Pixel,10a76,-17.0,-4.300000000000001,-4.800000000000001,0.4,7.4,8.1
636,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.541000+00:00,devicemotion,sitting,Pixel,10a76,-1.3,0.7,-7.200000000000001,0.2,7.2,7.300000000000001
637,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.556000+00:00,devicemotion,sitting,Pixel,10a76,2.4000000000000004,5.4,-5.6,0.2,7.2,6.4
638,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.573000+00:00,devicemotion,sitting,Pixel,10a76,-3.1,4.5,-4.5,0.1,7.5,6.300000000000001
639,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.591000+00:00,devicemotion,sitting,Pixel,10a76,-8.8,1.9,-5.1000000000000005,0.1,7.4,6.300000000000001
640,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.608000+00:00,devicemotion,sitting,Pixel,10a76,-13.3,0.5,-5.8,0.1,7.2,5.9
641,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.624000+00:00,devicemotion,sitting,Pixel,10a76,-18.4,-4.7,-5.6,0.4,7.2,6.4
642,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.641000+00:00,devicemotion,sitting,Pixel,10a76,-17.0,-9.899999999999999,-6.8,0.5,7.300000000000001,6.800000000000001
643,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.656000+00:00,devicemotion,sitting,Pixel,10a76,-11.4,-14.600000000000001,-9.899999999999999,0.6000000000000001,7.300000000000001,7.5
644,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.674000+00:00,devicemotion,sitting,Pixel,10a76,-1.6,-13.6,-12.200000000000001,0.2,6.9,7.6000000000000005
645,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.688000+00:00,devicemotion,sitting,Pixel,10a76,5.0,-5.500000000000001,-9.600000000000001,-0.1,7.0,6.800000000000001
646,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.706000+00:00,devicemotion,sitting,Pixel,10a76,3.8,-2.5,-6.600000000000001,-0.2,7.0,6.4
647,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.723000+00:00,devicemotion,sitting,Pixel,10a76,-3.4,0.1,-4.5,-0.2,7.0,6.4
648,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.740000+00:00,devicemotion,sitting,Pixel,10a76,-9.8,0.8,-2.4000000000000004,-0.2,7.0,6.4
649,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.756000+00:00,devicemotion,sitting,Pixel,10a76,-11.700000000000001,-0.30000000000000004,-1.5,0.1,7.2,7.0
650,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.773000+00:00,devicemotion,sitting,Pixel,10a76,-9.5,-3.8,-2.3,0.2,7.1000000000000005,7.4
651,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:56.788000+00:00,devicemotion,sitting,Pixel,10a76,-2.7,-8.2,-3.0,0.2,7.0,7.9
