,result,table,_start,_stop,_time,_measurement,label,mobile,subject,alpha,beta,gamma,x,y,z
0,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:45.939000+00:00,devicemotion,sitting,Pixel,10a76,-16.3,-8.5,5.7,0.1,6.2,8.200000000000001
1,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:45.955000+00:00,devicemotion,sitting,Pixel,10a76,-11.1,-7.500000000000001,1.9,-0.1,6.0,8.4
2,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:45.972000+00:00,devicemotion,sitting,Pixel,10a76,-5.300000000000001,-6.1000000000000005,0.5,0.0,6.1000000000000005,8.3
3,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:45.988000+00:00,devicemotion,sitting,Pixel,10a76,-3.3000000000000007,-2.0,-1.7,0.0,6.1000000000000005,8.200000000000001
4,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.005000+00:00,devicemotion,sitting,Pixel,10a76,-3.1,2.3,-4.300000000000001,-0.2,5.9,8.0
5,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.022000+00:00,devicemotion,sitting,Pixel,10a76,-2.1,2.5,-4.5,-0.4,5.800000000000001,7.800000000000001
6,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.038000+00:00,devicemotion,sitting,Pixel,10a76,-0.30000000000000004,-2.1,-2.4000000000000004,-0.4,5.9,7.800000000000001
7,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.055000+00:00,devicemotion,sitting,Pixel,10a76,-1.1,-3.2,-1.9,-0.30000000000000004,5.9,8.0
8,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.072000+00:00,devicemotion,sitting,Pixel,10a76,-2.7,0.0,-2.3,-0.30000000000000004,5.9,8.0
9,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.088000+00:00,devicemotion,sitting,Pixel,10a76,-2.6,0.6000000000000001,-2.0,-0.4,5.800000000000001,8.200000000000001
10,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.105000+00:00,devicemotion,sitting,Pixel,10a76,0.2,0.6000000000000001,-1.5,-0.30000000000000004,5.800000000000001,8.200000000000001
11,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.122000+00:00,devicemotion,sitting,Pixel,10a76,3.1,1.2000000000000002,-0.9000000000000001,-0.30000000000000004,5.9,8.0
12,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.138000+00:00,devicemotion,sitting,Pixel,10a76,3.9,1.5,-0.2,-0.4,5.800000000000001,7.800000000000001
13,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.156000+00:00,devicemotion,sitting,Pixel,10a76,3.6000000000000005,0.8,0.9000000000000001,-0.4,5.9,7.5
14,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.173000+00:00,devicemotion,sitting,Pixel,10a76,1.3,-1.7,2.0,-0.30000000000000004,6.0,7.7
15,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.189000+00:00,devicemotion,sitting,Pixel,10a76,-0.1,-1.4,1.3,-0.2,5.9,7.800000000000001
16,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.206000+00:00,devicemotion,sitting,Pixel,10a76,0.2,-0.5,0.6000000000000001,-0.30000000000000004,5.9,7.6000000000000005
17,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.223000+00:00,devicemotion,sitting,Pixel,10a76,-1.3,-2.0,0.9000000000000001,-0.2,6.0,7.9
18,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.239000+00:00,devicemotion,sitting,Pixel,10a76,-2.5,-2.2,0.2,-0.1,6.0,8.3
19,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.256000+00:00,devicemotion,sitting,Pixel,10a76,-0.4,0.6000000000000001,-0.9000000000000001,-0.2,5.9,8.200000000000001
20,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.272000+00:00,devicemotion,sitting,Pixel,10a76,3.0,-0.30000000000000004,-0.30000000000000004,-0.30000000000000004,5.9,7.9
21,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.289000+00:00,devicemotion,sitting,Pixel,10a76,4.2,-2.4000000000000004,1.6,-0.30000000000000004,5.9,7.800000000000001
22,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.306000+00:00,devicemotion,sitting,Pixel,10a76,2.5,-2.8,2.7,-0.2,6.1000000000000005,7.800000000000001
23,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.323000+00:00,devicemotion,sitting,Pixel,10a76,0.2,-1.7,1.8000000000000003,0.0,6.0,8.1
24,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.341000+00:00,devicemotion,sitting,Pixel,10a76,0.4,0.4,-0.30000000000000004,-0.1,6.0,8.0
25,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.358000+00:00,devicemotion,sitting,Pixel,10a76,1.5,0.2,-1.4,-0.2,5.9,8.1
26,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.373000+00:00,devicemotion,sitting,Pixel,10a76,2.9,0.7,-1.7,-0.30000000000000004,5.800000000000001,7.800000000000001
27,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.391000+00:00,devicemotion,sitting,Pixel,10a76,2.4000000000000004,0.0,-0.6000000000000001,-0.30000000000000004,5.9,7.7
28,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.405000+00:00,devicemotion,sitting,Pixel,10a76,1.2000000000000002,-1.0,-0.2,-0.30000000000000004,5.9,7.800000000000001
29,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.422000+00:00,devicemotion,sitting,Pixel,10a76,1.0,-1.2000000000000002,0.0,-0.30000000000000004,5.9,7.800000000000001
30,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.441000+00:00,devicemotion,sitting,Pixel,10a76,1.3,-1.6,0.1,-0.2,6.0,7.800000000000001
31,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.458000+00:00,devicemotion,sitting,Pixel,10a76,0.5,-1.8000000000000003,-0.5,-0.2,5.9,7.800000000000001
32,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.472000+00:00,devicemotion,sitting,Pixel,10a76,-1.0,-1.3,-1.1,-0.2,5.9,8.0
33,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.490000+00:00,devicemotion,sitting,Pixel,10a76,-0.8,-0.8,-1.5,-0.2,5.9,8.0
34,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.508000+00:00,devicemotion,sitting,Pixel,10a76,0.0,-2.7,-1.4,-0.30000000000000004,5.9,7.9
35,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.522000+00:00,devicemotion,sitting,Pixel,10a76,-1.0,-2.8,-1.0,-0.2,5.9,8.1
36,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.540000+00:00,devicemotion,sitting,Pixel,10a76,-2.1,-1.0,-1.1,-0.2,5.9,8.1
37,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.556000+00:00,devicemotion,sitting,Pixel,10a76,-1.1,-0.4,-1.1,-0.2,5.800000000000001,8.1
38,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.575000+00:00,devicemotion,sitting,Pixel,10a76,0.9000000000000001,-0.8,-1.0,-0.2,5.7,7.9
39,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.590000+00:00,devicemotion,sitting,Pixel,10a76,3.4,-3.0,-0.7,-0.2,5.7,7.9
40,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.606000+00:00,devicemotion,sitting,Pixel,10a76,6.0,-7.300000000000001,-0.7,-0.2,5.9,7.5
41,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.622000+00:00,devicemotion,sitting,Pixel,10a76,5.7,-12.7,-1.8000000000000003,-0.2,5.800000000000001,7.7
42,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.640000+00:00,devicemotion,sitting,Pixel,10a76,4.2,-14.800000000000002,-2.2,-0.2,5.800000000000001,7.7
43,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.656000+00:00,devicemotion,sitting,Pixel,10a76,4.6,-11.900000000000002,-0.6000000000000001,-0.2,5.6000000000000005,8.1
44,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.673000+00:00,devicemotion,sitting,Pixel,10a76,4.800000000000001,-8.5,1.3,0.0,5.7,7.800000000000001
45,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.690000+00:00,devicemotion,sitting,Pixel,10a76,4.7,-8.0,1.2000000000000002,0.1,5.9,7.5
46,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.708000+00:00,devicemotion,sitting,Pixel,10a76,2.5,-10.1,-0.7,0.2,6.0,7.5
47,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.723000+00:00,devicemotion,sitting,Pixel,10a76,-0.8,-12.4,-3.6000000000000005,0.2,6.0,7.800000000000001
48,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.741000+00:00,devicemotion,sitting,Pixel,10a76,-1.6,-11.5,-7.1000000000000005,0.1,5.9,8.0
49,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.755000+00:00,devicemotion,sitting,Pixel,10a76,-2.4000000000000004,-8.5,-8.0,0.0,5.7,7.9
50,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.772000+00:00,devicemotion,sitting,Pixel,10a76,-4.4,-5.500000000000001,-5.9,-0.1,5.6000000000000005,7.9
51,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.789000+00:00,devicemotion,sitting,Pixel,10a76,-6.8,-2.5,-3.3000000000000007,-0.1,5.7,7.800000000000001
52,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.806000+00:00,devicemotion,sitting,Pixel,10a76,-8.2,-2.7,-1.3,0.0,5.800000000000001,7.7
53,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.822000+00:00,devicemotion,sitting,Pixel,10a76,-7.699999999999999,-5.4,-0.8,0.1,5.9,7.9
54,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.840000+00:00,devicemotion,sitting,Pixel,10a76,-7.200000000000001,-4.7,-1.9,0.1,5.9,7.9
55,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.857000+00:00,devicemotion,sitting,Pixel,10a76,-8.2,-2.8,-2.7,0.0,5.800000000000001,7.9
56,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.872000+00:00,devicemotion,sitting,Pixel,10a76,-10.0,-2.0,-2.0,-0.1,5.800000000000001,7.9
57,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.889000+00:00,devicemotion,sitting,Pixel,10a76,-12.299999999999999,-0.5,-1.1,-0.1,5.800000000000001,8.0
58,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.906000+00:00,devicemotion,sitting,Pixel,10a76,-13.5,1.1,-0.4,-0.1,5.9,8.0
59,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.923000+00:00,devicemotion,sitting,Pixel,10a76,-13.000000000000002,-0.1,-0.2,-0.1,5.9,8.200000000000001
60,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.940000+00:00,devicemotion,sitting,Pixel,10a76,-10.700000000000001,-2.6,0.5,-0.1,5.9,8.4
61,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.957000+00:00,devicemotion,sitting,Pixel,10a76,-6.500000000000001,-2.2,2.0,-0.1,5.9,8.4
62,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.975000+00:00,devicemotion,sitting,Pixel,10a76,-2.4000000000000004,-1.0,2.8,0.0,6.0,8.1
63,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:46.989000+00:00,devicemotion,sitting,Pixel,10a76,-0.6000000000000001,-1.8000000000000003,2.7,0.1,6.1000000000000005,8.0
64,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.007000+00:00,devicemotion,sitting,Pixel,10a76,-1.8000000000000003,-1.3,1.8000000000000003,0.1,6.1000000000000005,8.1
65,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.025000+00:00,devicemotion,sitting,Pixel,10a76,-3.0,0.30000000000000004,0.6000000000000001,0.0,6.1000000000000005,8.1
66,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.041000+00:00,devicemotion,sitting,Pixel,10a76,-1.2000000000000002,-0.7,-0.1,0.0,6.0,8.1
67,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.055000+00:00,devicemotion,sitting,Pixel,10a76,3.2,-3.9,-0.30000000000000004,0.1,6.0,8.1
68,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.073000+00:00,devicemotion,sitting,Pixel,10a76,6.8,-5.9,-0.7,0.1,6.0,8.1
69,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.089000+00:00,devicemotion,sitting,Pixel,10a76,7.0,-5.500000000000001,-0.30000000000000004,0.2,6.0,8.1
70,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.105000+00:00,devicemotion,sitting,Pixel,10a76,5.300000000000001,-5.0,-0.8,0.2,5.9,8.1
71,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.122000+00:00,devicemotion,sitting,Pixel,10a76,4.5,-5.2,-1.0,0.1,5.800000000000001,8.3
72,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.139000+00:00,devicemotion,sitting,Pixel,10a76,6.699999999999999,-5.300000000000001,-0.6000000000000001,0.2,5.9,8.3
73,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.155000+00:00,devicemotion,sitting,Pixel,10a76,10.299999999999999,-6.0,-1.1,0.30000000000000004,5.9,8.200000000000001
74,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.172000+00:00,devicemotion,sitting,Pixel,10a76,12.4,-5.7,-2.1,0.30000000000000004,5.800000000000001,8.0
75,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.190000+00:00,devicemotion,sitting,Pixel,10a76,12.7,-5.300000000000001,-2.8,0.30000000000000004,5.9,7.800000000000001
76,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.206000+00:00,devicemotion,sitting,Pixel,10a76,12.200000000000001,-5.7,-4.2,0.4,5.800000000000001,7.7
77,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.223000+00:00,devicemotion,sitting,Pixel,10a76,10.8,-8.8,-6.699999999999999,0.2,5.800000000000001,8.1
78,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.240000+00:00,devicemotion,sitting,Pixel,10a76,11.4,-4.0,-8.0,0.0,5.6000000000000005,7.6000000000000005
79,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.256000+00:00,devicemotion,sitting,Pixel,10a76,9.4,-5.300000000000001,-5.2,0.2,5.7,7.6000000000000005
80,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.273000+00:00,devicemotion,sitting,Pixel,10a76,9.0,-5.500000000000001,-6.1000000000000005,0.0,5.800000000000001,7.6000000000000005
81,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.290000+00:00,devicemotion,sitting,Pixel,10a76,7.200000000000001,-2.3,-4.300000000000001,0.0,5.800000000000001,7.2
82,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.306000+00:00,devicemotion,sitting,Pixel,10a76,1.8000000000000003,-4.7,-3.3000000000000007,0.0,5.800000000000001,7.4
83,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.322000+00:00,devicemotion,sitting,Pixel,10a76,-2.4000000000000004,-4.9,-2.7,0.1,5.9,7.6000000000000005
84,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.339000+00:00,devicemotion,sitting,Pixel,10a76,-3.5,-4.5,-3.1,0.1,6.0,7.800000000000001
85,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.355000+00:00,devicemotion,sitting,Pixel,10a76,-1.5,-3.2,-4.6,0.2,6.0,8.1
86,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.373000+00:00,devicemotion,sitting,Pixel,10a76,1.9,1.7,-8.700000000000001,0.0,6.0,8.200000000000001
87,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.389000+00:00,devicemotion,sitting,Pixel,10a76,4.1,4.2,-6.9,0.0,6.0,7.800000000000001
88,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.405000+00:00,devicemotion,sitting,Pixel,10a76,3.1,0.4,-4.2,0.0,6.0,8.0
89,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.422000+00:00,devicemotion,sitting,Pixel,10a76,3.3000000000000007,2.1,-3.5,-0.2,6.1000000000000005,7.9
90,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.439000+00:00,devicemotion,sitting,Pixel,10a76,2.2,2.1,-0.2,-0.1,6.0,7.9
91,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.455000+00:00,devicemotion,sitting,Pixel,10a76,-0.4,4.1,2.6,0.0,6.1000000000000005,7.800000000000001
92,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.472000+00:00,devicemotion,sitting,Pixel,10a76,-1.9,7.9,2.4000000000000004,0.2,6.300000000000001,7.9
93,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.489000+00:00,devicemotion,sitting,Pixel,10a76,-1.9,11.8,-1.3,0.1,6.4,7.6000000000000005
94,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.505000+00:00,devicemotion,sitting,Pixel,10a76,-2.2,10.200000000000001,-3.3000000000000007,0.2,6.2,7.5
95,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.522000+00:00,devicemotion,sitting,Pixel,10a76,-1.2000000000000002,2.3,-3.5,-0.2,6.300000000000001,7.7
96,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.539000+00:00,devicemotion,sitting,Pixel,10a76,-0.6000000000000001,-1.9,-0.30000000000000004,-0.1,6.1000000000000005,8.1
97,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.555000+00:00,devicemotion,sitting,Pixel,10a76,1.6,0.5,0.4,-0.1,6.2,8.200000000000001
98,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.573000+00:00,devicemotion,sitting,Pixel,10a76,4.2,3.4,2.2,0.2,6.1000000000000005,7.9
99,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.589000+00:00,devicemotion,sitting,Pixel,10a76,5.4,3.4,-0.7,0.1,6.300000000000001,7.9
100,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.605000+00:00,devicemotion,sitting,Pixel,10a76,5.2,2.7,-3.2,0.1,6.2,7.9
101,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.623000+00:00,devicemotion,sitting,Pixel,10a76,6.500000000000001,3.3000000000000007,-2.9,0.0,6.0,8.0
102,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.639000+00:00,devicemotion,sitting,Pixel,10a76,9.3,4.6,-1.8000000000000003,0.2,6.0,8.1
103,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.656000+00:00,devicemotion,sitting,Pixel,10a76,12.4,7.699999999999999,-2.6,0.2,6.300000000000001,8.200000000000001
104,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.673000+00:00,devicemotion,sitting,Pixel,10a76,14.900000000000002,15.100000000000001,-4.7,0.1,6.300000000000001,7.800000000000001
105,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.689000+00:00,devicemotion,sitting,Pixel,10a76,13.8,19.0,-6.1000000000000005,-0.1,6.2,7.7
106,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.705000+00:00,devicemotion,sitting,Pixel,10a76,11.2,22.4,-4.4,-0.1,6.2,7.7
107,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.723000+00:00,devicemotion,sitting,Pixel,10a76,11.8,28.200000000000003,0.7,-0.7000000000000001,6.5,8.200000000000001
108,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.739000+00:00,devicemotion,sitting,Pixel,10a76,16.3,38.400000000000006,8.3,-0.7000000000000001,6.5,7.7
109,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.756000+00:00,devicemotion,sitting,Pixel,10a76,22.9,44.8,15.899999999999999,-0.1,6.4,6.800000000000001
110,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.773000+00:00,devicemotion,sitting,Pixel,10a76,28.900000000000002,37.7,15.000000000000002,0.1,6.2,6.2
111,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.790000+00:00,devicemotion,sitting,Pixel,10a76,25.0,26.000000000000004,11.8,0.0,6.2,6.300000000000001
112,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.806000+00:00,devicemotion,sitting,Pixel,10a76,13.6,17.6,10.8,0.0,6.1000000000000005,6.800000000000001
113,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.823000+00:00,devicemotion,sitting,Pixel,10a76,5.4,14.300000000000002,9.4,0.0,5.9,7.2
114,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.839000+00:00,devicemotion,sitting,Pixel,10a76,3.3000000000000007,14.5,6.9,-0.2,5.6000000000000005,7.2
115,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.858000+00:00,devicemotion,sitting,Pixel,10a76,3.9,13.6,6.0,-0.4,5.4,7.2
116,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.873000+00:00,devicemotion,sitting,Pixel,10a76,5.9,13.5,6.4,-0.5,5.4,6.9
117,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.889000+00:00,devicemotion,sitting,Pixel,10a76,9.700000000000001,12.200000000000001,5.9,-0.30000000000000004,5.5,6.9
118,_result,0,2021-01-01 00:00:00+00:00,2021-10-04 16:16:00.738177+00:00,2021-04-26 17:23:47.908000+00:00,devicemotion,sitting,Pixel,10a76,15.000000000000002,11.4,3.4,-0.7000000000000001,5.1000000000000005,6.1000000000000005
